event_title,event_genres,line_up,place,starting_time,finishing_time,venue_information,event_location_details,event_ticket_types,ticket_price,location_identifier,location_address,remain_prices,image,data_date,url,Record ID,id,city,starting_day,free_entrance,latitud,longitud,district
ILIADA,NaN,NaN,Pirandello I - II,2024-12-19 23:45:00,2024-12-20 06:00:00,"En la Plaza de los Cubos de Madrid a pocos pasos de la parada de Metro de Plaza España, encontramos dos clubs que forman un tándem que está arrasando en la noche Madrileña, Pirandello I y II. Dos salas que se organizan y gestionan con una idea común: diversidad y diversión. Los dos clubs comparten muro de carga por lo que las entradas de ambos están a escasos metros de distancia. Ambas atraen a un público moderno, alternativo y no convencional que, dependiendo del día, disfruta de los diversos ambientes, temáticas y géneros musicales que ofrecen los dos locales. Las reformas que se hicieron en las dos salas, después de que Pirandello I dejara de ser Low Club y Goldfield pasara a mejor vida para convertirse en Pirandello II, proporcionó una imagen totalmente rompedora que además cuenta con un sistema de sonido de última tecnología. El escenario perfecto para que ambas salas se decidieran incorporar nuevos sonidos y géneros musicales. Todos conocemos lo variada que es la oferta musical en Madrid. Si bien Pirandello I y II no ofrece una amplísima variedad de géneros ni vanguardia musical, no existe otro club en la capital con un ambiente como este. Da igual el día, da igual la fiesta, los chicos de Pirandello saben cómo hacer de la noche una experiencia única que no va a dejarte indiferente. La mejor música club, electro-pop, hip hop, latino, house y techno repartida en dos días y dos salas. Para ser más específicos: Los viernes en Pirandello I, la música electrónica es la protagonista: Un ambiente underground y alternativo donde dependiendo del artista invitado vivirás sesiones mágicas del house a la más vieja escuela, el techno más purista o el tech house más rompedor. Los viernes en Pirandello II son sinónimo de CUENCA, la fiesta que ha roto con los paradigmas preestablecidos de la noche en la capital. Sonarán todos los temazos comerciales actuales, indie pop, rock y electrónica. Los sábados por la noche, tanto en Pirandello I como en Pirandello II, es la cita de Hysterical Pop, todas las salas y espacios de Pirandello se unen para acoger la fiesta gay-friendly referencia de la capital. Un conjunto de tres salas donde sonará pop nacional, pop internacional y latino respectivamente. La fiesta gay de moda que lleva tantos años arrasando en Madrid ahora en manos de Pirandello. No es que haya una política marcada relativa en cuanto al dress code, sino que desde Pirandello animan a que con tu outfit des tu toque personal a la fiesta. Sé atrevido, extravagante, cómico o convencional. Tu mismo ayudas a construir la experiencia que todos los asistentes van a vivir. Mediante la app de Xceed puede acceder a listas de descuentos y reservar tus entradas anticipadas. Los horarios de la sala son desde las 23:45h hasta las 6:00h todos los viernes y sábados de cada mes. En cuanto a los precios en la noche del viernes, las entradas para eventos de música electrónica suelen ir de los",List my eventsSell tickets onlineManage Guests ListsAccess controlTable ManagementXceed Pro,"Ticket, Guest List","0.0, 12.0","40.4253026,-3.7136614999999","Ventura Rodriguez, 7, Madrid, Spain","0.0, 12.0",https://images.xceed.me/events/banners/iliada-2-madrid-xceed-d37a.png?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/iliada-2--173752,rec17cKya54em0opU,rec17cKya54em0opU,Madrid,Thursday,True,40.4253026,-3.7136614999999,Moncloa-Aravaca
Friday Nights at Panthera,NaN,NaN,Panthera,2024-12-20 23:59:00,2024-12-21 03:00:00,Dinner and dance.,"Panthera lurks in the night. If you want to go out in Madrid, Panthera is the place where elegance manifests itself both at dinner and dancing, inviting guests to unleash the beast within them. Live this experience within an environment where pleasure and passion intertwine, transforming from a refined restaurant to a wild cocktail bar.","Ticket, Guest List, Downpayment Menu 2, Downpayment Menu 1, Downpayment VIP Table, Downpayment Dance floor table, Downpayment Menu 3","0.0, 20.0, 150.0, 250.0, 500.0, 750.0, 1000.0","40.4361797,-3.6917622","C/ Miguel Angel, 21, Madrid, Spain","0.0, 20.0, 150.0, 250.0, 500.0, 750.0, 1000.0",https://images.xceed.me/events/banners/jueves-99-madrid-xceed-08ba.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/friday-nights-at-panthera-37--168877,recinG5hCQwIpoPG5,recinG5hCQwIpoPG5,Madrid,Friday,True,40.4361797,-3.6917622,Chamberí
SWING pres. MARCO FARAONE (all night long),"Underground, Groove Techno, Techno, Tech house",Marco Faraone,The Bassement Club,2024-12-20 23:59:00,2024-12-21 06:00:00,SWING vuelve a madrid con una nueva edición de autentico musicón. En esta ocasión el español DANNY AVILA debutará en Bassmnt con su version más serie y contundente #thebrandwiththeyellowpower La entrada general incluye acceso con copa hasta la 01:00h. Reservado el derecho de admisión. ....... General admission tickets includes access with a drink until 01:00h. The organization reserves the right of admission.,"The Bassement es un nuevo club totalmente reformado en el centro de Madrid que será punto de encuentro de músicos, artistas y clubbers.","SPECIAL DEAL BEFORE 1AM, 1st Release, SUPER VIP / BACKSTAGE 1º FILA, Bottle Service, 3rd Release, BACKSTAGE 2º FILA, Early Birds, PALCO 2ª FILA, 2nd Release","7.0, 15.0, 20.0, 25.0, 30.0, 400.0, 600.0, 800.0, 1000.0","40.43245,-3.7101396","Calle de Galileo, 26, Madrid, Spain","7.0, 15.0, 20.0, 25.0, 30.0, 400.0, 600.0, 800.0, 1000.0",https://images.xceed.me/events/banners/swing-pres-marco-faraone-all-night-long-2-madrid-xceed-2029.png?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/swing-pres-marco-faraone-all-night-long-2--173437,recZdHr1nvDUzpD2B,recZdHr1nvDUzpD2B,Madrid,Friday,False,40.43245,-3.7101396,Chamberí
Friday Los Amantes,NaN,NaN,Los Amantes,2024-12-20 23:59:00,2024-12-21 05:30:00,"The magic of the Tarot has been unleashed. The “Lovers” card has traced the destiny of Madrid's nightlife, and everyone who crosses the doors of this club will be possessed by its charming effects. Los Amantes is an oasis for nightlife in the heart of Madrid where you can vibrate with the heartbeat of the city to the rhythm of the best electronic music, immersing yourself in an electric and exquisite realm in equal parts.",List my eventsSell tickets onlineManage Guests ListsAccess controlTable ManagementXceed Pro,"Ticket, Guest List","0.0, 20.0","40.4288828,-3.6874267","Calle Serrano 43, Madrid, Spain","0.0, 20.0",https://images.xceed.me/events/banners/friday-los-amantes-9-madrid-xceed-0017.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/friday-los-amantes-16--171529,rec8MJBZsRHT0LwMu,rec8MJBZsRHT0LwMu,Madrid,Friday,True,40.4288828,-3.6874267,Salamanca
VIERNES 20 diciembre,Reggaeton,NaN,Nazca Events Club,2024-12-20 23:45:00,2024-12-21 06:00:00,RESERVADOS,"NAZCA es una sala con una gran dimensión. Dividida en dos plantas diferenciadas entre sí, cada planta tiene acceso directo desde la calle y cuenta con diferentes zonas vip de reservados que también tienen su propio acceso independiente. Con una decoración vanguardista destacan las grandes barras retroiluminadas, la gran pista central con un acceso desde la zona del parking denominada Underground Access que simula a los grandes clubs neoyorkinos. NAZCA nace como la gran apuesta de la noche madrileña donde pincharán los más reconocidos DJs del panorama nacional e internacional.","Bottle Service, Ticket","20.0, 130.0, 190.0, 550.0, 600.0","40.4514602,-3.6948156","Calle Orense, 24, Madrid, Spain","20.0, 130.0, 190.0, 550.0, 600.0",https://images.xceed.me/events/banners/reservados-viernes-27-septiembre-madrid-xceed-2eec.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/viernes-20-diciembre--173321,recNZXLxTvOAe7bT3,recNZXLxTvOAe7bT3,Madrid,Friday,False,40.4514602,-3.6948156,Tetuán
Ladies Night,"Urban, Food & drinks, R&B, Urban Sound",NaN,Hood Dogs Planet,2024-12-20 18:00:00,2024-12-21 03:30:00,"¡Bienvenidas a la Fiesta Ladies Night en Planet Club! Cada viernes, las mujeres son las protagonistas indiscutibles en nuestra exclusiva Fiesta Ladies Night. Esta fiesta, con personalidad propia, se ha convertido en un referente en Madrid, atrayendo a personas de todas partes que buscan disfrutar de una noche única y memorable. Ambiente Incomparable La Fiesta Ladies Night en Planet Club es conocida por su ambiente vibrante y lleno de energía. Desde que entras por la puerta, sentirás la atmósfera festiva que solo Planet Club puede ofrecer. Nuestro club está diseñado para proporcionar la mejor experiencia de fiesta, con una decoración elegante y moderna que te hará sentir como una verdadera estrella. Selección Musical de Primer Nivel en la Fiesta Ladies Night Además, la música es el corazón de cualquier buena fiesta, nos aseguramos de tener los mejores DJ’s en la cabina. Disfruta de una mezcla explosiva de reggaetón, trap, reggae y dancehall que te mantendrá bailando toda la noche. Nuestros DJ’s saben cómo mantener la pista de baile llena y vibrante, haciendo que cada momento sea inolvidable. Ubicación Estratégica Por otro lado, Planet Club está situado en una de las zonas más accesibles y populares de Madrid, lo que facilita la llegada desde cualquier punto de la ciudad. Se puede llegar tanto en metro como en bus. Muchas Sorpresas en la Fiesta Ladies Night Por último, siempre hay algo especial esperando. Sorpresas en la pista de baile, cada noche está llena de eventos únicos que hacen que cada viernes sea diferente y emocionante. ¡No olvides seguirnos en nuestras redes sociales para estar al tanto de todas las novedades y promociones exclusivas!","Planet Club lleva diez años liderando el mercado de ocio nocturno ofreciendo las fiestas mas destacadas y originales de la parrilla de eventos de Madrid. Público de calidad, el mejor ambiente y los mejores servicios VIP, estas son las características que hacen de nuestra sala un referente en la capital. Disponemos de diferentes espacios para el público como pistas de baile, reservados y zonas VIP. Puedes consultar los diferentes eventos que ofrecemos semanalmente y adquirir tus entradas con consumición o bien reservar tu mesa vip. Déjate seducir por nuestro personal y coctelería de autor con los mejores ingredientes o bien, diviértete mientras disfrutas de una shisha en compañía de tus amigos. Abrimos los 365 días del año en horario de 20:00 a 3:00 horas y te garantizamos que una vez visites una de nuestras fiestas todo lo demás se te quedará corto. ¡A qué esperas!","Cóctel + Perrito, Reservado VIP, Cóctel + Perrito + Shisha, Reservado DJ, Reservado, Entrada y 1 copa","12.0, 15.0, 30.0, 120.0, 150.0, 300.0","40.4151332,-3.7004227","C. del Príncipe, 20, Madrid, Spain","12.0, 15.0, 30.0, 120.0, 150.0, 300.0",https://images.xceed.me/events/banners/ladies-night-435-madrid-xceed-3c1a.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/ladies-night-440--173130,recb5bvF2U04fXwDt,recb5bvF2U04fXwDt,Madrid,Friday,False,40.4151332,-3.7004227,Madrid
Friday at Rubicon,NaN,NaN,Rubicon,2024-12-20 23:59:00,2024-12-21 06:00:00,"The legendary odyssey ends at Rubicon. Cross the doors of this nightclub in the center of Madrid to immerse yourself in a world that transcends the ordinary, diving yourself into a dance floor where time stands still and the rhythms hypnotize you. Enter Rubicon and let yourself go.",List my eventsSell tickets onlineManage Guests ListsAccess controlTable ManagementXceed Pro,"Jupiter, Zona Mercurio, Zona Plutón, Zona Marte, Zona Tierra, Zona Venus","300.0, 400.0, 600.0, 900.0, 1300.0","40.4225137,-3.689844","C. del Cid, 7, Salamanca, 28001, Madrid, Spain","300.0, 400.0, 600.0, 900.0, 1300.0",https://images.xceed.me/events/banners/friday-at-rubicon-madrid-xceed-6bec.png?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/friday-at-rubicon-14--173608,recRFKw9T7bx6qoz1,recRFKw9T7bx6qoz1,Madrid,Friday,False,40.4225137,-3.689844,Salamanca
VIERNES 20 diciembre,Reggaeton,NaN,Nazca Events Club,2024-12-20 23:45:00,2024-12-21 06:00:00,RESERVADOS,"NAZCA es una sala con una gran dimensión. Dividida en dos plantas diferenciadas entre sí, cada planta tiene acceso directo desde la calle y cuenta con diferentes zonas vip de reservados que también tienen su propio acceso independiente. Con una decoración vanguardista destacan las grandes barras retroiluminadas, la gran pista central con un acceso desde la zona del parking denominada Underground Access que simula a los grandes clubs neoyorkinos. NAZCA nace como la gran apuesta de la noche madrileña donde pincharán los más reconocidos DJs del panorama nacional e internacional.","Bottle Service, Ticket","20.0, 130.0, 190.0, 550.0, 600.0","40.4514602,-3.6948156","Calle Orense, 24, Madrid, Spain","20.0, 130.0, 190.0, 550.0, 600.0",https://images.xceed.me/events/banners/reservados-viernes-27-septiembre-madrid-xceed-2eec.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/viernes-20-diciembre--173321,recHOgfueMqVQVVuX,recHOgfueMqVQVVuX,Madrid,Friday,False,40.4514602,-3.6948156,Tetuán
Friday at Istar,NaN,NaN,IŠTAR,2024-12-20 23:59:00,2024-12-21 05:30:00,"Hypnotic rhythms and mystical ambiance have baptized IŠTAR as the temple of Afrohouse. This club located in the heart of Madrid invites the best international electronic music DJs to curate the soundtrack to the magical nights that are lived inside the premises. A sanctuary where electricity and elegance are always contagious to all its attendees, vibrating in unison on the dance floor in an almost religious experience.",List my eventsSell tickets onlineManage Guests ListsAccess controlTable ManagementXceed Pro,No information available,No information available,"40.4285275,-3.6875762","C. Serrano, 41, 28001, Madrid, Spain",No information available,https://images.xceed.me/events/banners/saturday-istar-4-madrid-xceed-313c.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/friday-at-istar-24--171387,rec9UJn48UhzzDGd9,rec9UJn48UhzzDGd9,Madrid,Friday,False,40.4285275,-3.6875762,Salamanca
Tardeo Fascinado - 21 DIC,NaN,NaN,Rubicon,2024-12-21 18:00:00,2024-12-21 23:30:00,"Tardeo indie en el centro de Madrid, sala Rubicón (C/ del Cid 7) con la mejor música y djs de los festivales indie de todo el país y las sorpresas de la fiesta en la que siempre pasan cosas. Whatsapp info: 656 613 956 (horario oficina)","The legendary odyssey ends at Rubicon. Cross the doors of this nightclub in the center of Madrid to immerse yourself in a world that transcends the ordinary, diving yourself into a dance floor where time stands still and the rhythms hypnotize you. Enter Rubicon and let yourself go.","2 cervezas o 1 copa (tramo 1), Mesa, 2  copas","12.0, 20.0, 180.0","40.4225137,-3.689844","C. del Cid, 7, Salamanca, 28001, Madrid, Spain","12.0, 180.0",https://images.xceed.me/events/banners/tardeo-fascinado-21-dic-madrid-xceed-db3b.png?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/tardeo-fascinado-21-dic--170992,rec1eDbaF8nLatOQz,rec1eDbaF8nLatOQz,Madrid,Saturday,False,40.4225137,-3.689844,Salamanca
SABADO 21 diciembre,Reggaeton,NaN,Nazca Events Club,2024-12-21 23:45:00,2024-12-22 06:00:00,"NAZCA es una sala con una gran dimensión. Dividida en dos plantas diferenciadas entre sí, cada planta tiene acceso directo desde la calle y cuenta con diferentes zonas vip de reservados que también tienen su propio acceso independiente. Con una decoración vanguardista destacan las grandes barras retroiluminadas, la gran pista central con un acceso desde la zona del parking denominada Underground Access que simula a los grandes clubs neoyorkinos. NAZCA nace como la gran apuesta de la noche madrileña donde pincharán los más reconocidos DJs del panorama nacional e internacional.",List my eventsSell tickets onlineManage Guests ListsAccess controlTable ManagementXceed Pro,"Bottle Service, Ticket","20.0, 150.0, 210.0, 550.0, 600.0","40.4514602,-3.6948156","Calle Orense, 24, Madrid, Spain","20.0, 150.0, 210.0, 550.0, 600.0",https://images.xceed.me/events/banners/reservados-sabado-21-septiembre-1-madrid-xceed-d47c.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/sabado-21-diciembre-1--173330,rec9MmwXKb39E4DFR,rec9MmwXKb39E4DFR,Madrid,Saturday,False,40.4514602,-3.6948156,Tetuán
Solo Planet,"Urban, Food & drinks, R&B, Trap, Urban Sound",NaN,Hood Dogs Planet,2024-12-21 18:00:00,2024-12-22 03:30:00,"¡Bienvenidos a la Fiesta Solo Planet, la celebración más vibrante organizada por Planet Club! Esta no es una fiesta cualquiera. La Fiesta Solo Planet es una experiencia única diseñada para los verdaderos amantes de la música y la diversión sin límites. Nuestro lema, “Hot Session for Hot People”, captura la esencia de lo que te espera: una noche ardiente llena de ritmos y una multitud apasionada. Música y Ritmo sin Parar en la Fiesta Solo Planet Hemos reunido una selección de los géneros musicales más candentes del momento para que no dejes de moverte ni un segundo. Disfruta del mejor reggaeton, trap, reggae y dancehall, con nuestros DJs de renombre que saben cómo prender la pista de baile. Desde los últimos hits hasta los clásicos que nunca pasan de moda, cada canción está pensada para mantener la energía al máximo. Un Ambiente Único e Inolvidable Planet Club se transforma completamente para ofrecerte una experiencia sensorial inigualable. Imagina un lugar donde las luces se mezclan con los beats, creando una atmósfera que te envuelve y te invita a disfrutar de la música. Sentirás la música dentro de ti, haciendo que cada momento sea épico. La Gente Más Hot de la Ciudad en la Fiesta Solo Planet Atrae a los verdaderos amantes de la fiesta, aquellos que saben cómo disfrutar y hacer que cada noche sea especial. Aquí, conocerás a gente increíble, compartirás risas, bailes y momentos inolvidables. La diversidad y la energía de nuestros asistentes hacen que cada fiesta sea única. Si eres de los que busca buena música y un ambiente inmejorable, esta es tu noche. No Te Lo Pierdas No dejes que te lo cuenten. Marca la fecha en tu calendario, reúne a tus amigos y prepárate para vivir la Fiesta Solo Planet en Planet Club. Compra tus entradas ahora y asegúrate de no perderte la fiesta más caliente de la ciudad. ¡Ven y sé parte de una “Hot Session for Hot People” que recordarás para siempre!","Planet Club lleva diez años liderando el mercado de ocio nocturno ofreciendo las fiestas mas destacadas y originales de la parrilla de eventos de Madrid. Público de calidad, el mejor ambiente y los mejores servicios VIP, estas son las características que hacen de nuestra sala un referente en la capital. Disponemos de diferentes espacios para el público como pistas de baile, reservados y zonas VIP. Puedes consultar los diferentes eventos que ofrecemos semanalmente y adquirir tus entradas con consumición o bien reservar tu mesa vip. Déjate seducir por nuestro personal y coctelería de autor con los mejores ingredientes o bien, diviértete mientras disfrutas de una shisha en compañía de tus amigos. Abrimos los 365 días del año en horario de 20:00 a 3:00 horas y te garantizamos que una vez visites una de nuestras fiestas todo lo demás se te quedará corto. ¡A qué esperas!","Cóctel + Perrito, Reservado VIP, Entrada con 1 copa, Cóctel + Perrito + Shisha, Reservado DJ, Reservado","12.0, 15.0, 30.0, 120.0, 150.0, 300.0","40.4151332,-3.7004227","C. del Príncipe, 20, Madrid, Spain","12.0, 15.0, 30.0, 120.0, 150.0, 300.0",https://images.xceed.me/events/banners/solo-planet-116-madrid-xceed-462d.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/solo-planet-121--173132,recxCwNOu7b3wWr9f,recxCwNOu7b3wWr9f,Madrid,Saturday,False,40.4151332,-3.7004227,Madrid
Saturday Los Amantes,NaN,NaN,Los Amantes,2024-12-21 23:59:00,2024-12-22 05:30:00,"The magic of the Tarot has been unleashed. The “Lovers” card has traced the destiny of Madrid's nightlife, and everyone who crosses the doors of this club will be possessed by its charming effects. Los Amantes is an oasis for nightlife in the heart of Madrid where you can vibrate with the heartbeat of the city to the rhythm of the best electronic music, immersing yourself in an electric and exquisite realm in equal parts.",List my eventsSell tickets onlineManage Guests ListsAccess controlTable ManagementXceed Pro,No information available,No information available,"40.4288828,-3.6874267","Calle Serrano 43, Madrid, Spain",No information available,https://images.xceed.me/events/banners/saturday-los-amantes-14-madrid-xceed-5fc6.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/saturday-los-amantes-21--171530,receM4mxwRU4tC1SX,receM4mxwRU4tC1SX,Madrid,Saturday,False,40.4288828,-3.6874267,Salamanca
Tardeo de La Flaca,"Elegant, Afterwork, Flamenco, Pop Internacional",NaN,La Flaca Tardeo,2024-12-21 17:00:00,2024-12-21 23:59:00,Acceso con entrada anticipada 1x15€ Entrada en puerta sin anticipada 1x20€,NaN,Ticket,15.0,"40.4288828,-3.6874267","C. de Serrano, 43, Salamanca, 28001, Madrid, Spain",15.0,https://images.xceed.me/events/banners/la-flaca-tardeo-7-madrid-xceed-b5d7.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/tardeo-de-la-flaca-6--172368,recfbskjbfwG7gLQ4,recfbskjbfwG7gLQ4,Madrid,Saturday,False,40.4288828,-3.6874267,Salamanca
Saturday Nights at Panthera,NaN,NaN,Panthera,2024-12-21 23:59:00,2024-12-22 03:00:00,Dinner and dance.,"Panthera lurks in the night. If you want to go out in Madrid, Panthera is the place where elegance manifests itself both at dinner and dancing, inviting guests to unleash the beast within them. Live this experience within an environment where pleasure and passion intertwine, transforming from a refined restaurant to a wild cocktail bar.","Ticket, Guest List, Downpayment Menu 2, Downpayment Menu 1, Downpayment VIP Table, Downpayment Dance floor table, Downpayment Menu 3","0.0, 20.0, 150.0, 250.0, 500.0, 750.0, 1000.0","40.4361797,-3.6917622","C/ Miguel Angel, 21, Madrid, Spain","0.0, 20.0, 150.0, 250.0, 500.0, 750.0, 1000.0",https://images.xceed.me/events/banners/jueves-99-madrid-xceed-08ba.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/saturday-nights-at-panthera-34--168889,rectB4TxqpEtx2Ezj,rectB4TxqpEtx2Ezj,Madrid,Saturday,True,40.4361797,-3.6917622,Chamberí
Saturday at Istar,NaN,NaN,IŠTAR,2024-12-21 23:59:00,2024-12-22 05:30:00,"Hypnotic rhythms and mystical ambiance have baptized IŠTAR as the temple of Afrohouse. This club located in the heart of Madrid invites the best international electronic music DJs to curate the soundtrack to the magical nights that are lived inside the premises. A sanctuary where electricity and elegance are always contagious to all its attendees, vibrating in unison on the dance floor in an almost religious experience.",List my eventsSell tickets onlineManage Guests ListsAccess controlTable ManagementXceed Pro,No information available,No information available,"40.4285275,-3.6875762","C. Serrano, 41, 28001, Madrid, Spain",No information available,https://images.xceed.me/events/banners/saturday-los-amantes-9-madrid-xceed-04de.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/saturday-at-istar-18--171388,rec1t20cxoPtA8nEM,rec1t20cxoPtA8nEM,Madrid,Saturday,False,40.4285275,-3.6875762,Salamanca
Solo Planet,"Urban, Food & drinks, R&B, Trap, Urban Sound",NaN,Hood Dogs Planet,2024-12-21 18:00:00,2024-12-22 03:30:00,"¡Bienvenidos a la Fiesta Solo Planet, la celebración más vibrante organizada por Planet Club! Esta no es una fiesta cualquiera. La Fiesta Solo Planet es una experiencia única diseñada para los verdaderos amantes de la música y la diversión sin límites. Nuestro lema, “Hot Session for Hot People”, captura la esencia de lo que te espera: una noche ardiente llena de ritmos y una multitud apasionada. Música y Ritmo sin Parar en la Fiesta Solo Planet Hemos reunido una selección de los géneros musicales más candentes del momento para que no dejes de moverte ni un segundo. Disfruta del mejor reggaeton, trap, reggae y dancehall, con nuestros DJs de renombre que saben cómo prender la pista de baile. Desde los últimos hits hasta los clásicos que nunca pasan de moda, cada canción está pensada para mantener la energía al máximo. Un Ambiente Único e Inolvidable Planet Club se transforma completamente para ofrecerte una experiencia sensorial inigualable. Imagina un lugar donde las luces se mezclan con los beats, creando una atmósfera que te envuelve y te invita a disfrutar de la música. Sentirás la música dentro de ti, haciendo que cada momento sea épico. La Gente Más Hot de la Ciudad en la Fiesta Solo Planet Atrae a los verdaderos amantes de la fiesta, aquellos que saben cómo disfrutar y hacer que cada noche sea especial. Aquí, conocerás a gente increíble, compartirás risas, bailes y momentos inolvidables. La diversidad y la energía de nuestros asistentes hacen que cada fiesta sea única. Si eres de los que busca buena música y un ambiente inmejorable, esta es tu noche. No Te Lo Pierdas No dejes que te lo cuenten. Marca la fecha en tu calendario, reúne a tus amigos y prepárate para vivir la Fiesta Solo Planet en Planet Club. Compra tus entradas ahora y asegúrate de no perderte la fiesta más caliente de la ciudad. ¡Ven y sé parte de una “Hot Session for Hot People” que recordarás para siempre!","Planet Club lleva diez años liderando el mercado de ocio nocturno ofreciendo las fiestas mas destacadas y originales de la parrilla de eventos de Madrid. Público de calidad, el mejor ambiente y los mejores servicios VIP, estas son las características que hacen de nuestra sala un referente en la capital. Disponemos de diferentes espacios para el público como pistas de baile, reservados y zonas VIP. Puedes consultar los diferentes eventos que ofrecemos semanalmente y adquirir tus entradas con consumición o bien reservar tu mesa vip. Déjate seducir por nuestro personal y coctelería de autor con los mejores ingredientes o bien, diviértete mientras disfrutas de una shisha en compañía de tus amigos. Abrimos los 365 días del año en horario de 20:00 a 3:00 horas y te garantizamos que una vez visites una de nuestras fiestas todo lo demás se te quedará corto. ¡A qué esperas!","Cóctel + Perrito, Reservado VIP, Entrada con 1 copa, Cóctel + Perrito + Shisha, Reservado DJ, Reservado","12.0, 15.0, 30.0, 120.0, 150.0, 300.0","40.4151332,-3.7004227","C. del Príncipe, 20, Madrid, Spain","12.0, 15.0, 30.0, 120.0, 150.0, 300.0",https://images.xceed.me/events/banners/solo-planet-116-madrid-xceed-462d.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/solo-planet-121--173132,recq2ONDbTrFjrYQE,recq2ONDbTrFjrYQE,Madrid,Saturday,False,40.4151332,-3.7004227,Madrid
Fiesta Ibicenca,"Urban, Food & drinks, R&B, Urban Sound",NaN,Hood Dogs Planet,2024-12-22 18:00:00,2024-12-23 03:00:00,"¡Bienvenidos a la Fiesta White Party organizada por Party Area en una de las mejores discotecas de Madrid! Si buscas una noche llena de diversión, estilo y elegancia, no puedes perderte nuestra Fiesta White Party. La fiesta comienza a las 18:00, descubrirás un ambiente preparado todos los amantes de las celebraciones ibicencas. Este Fiesta White Party está diseñado para transportarte a la esencia de Ibiza, una temática relacionada con Ibiza que añade un toque de sofisticación y glamour. Además tendremos a nuestros DJs residentes y especiales que pondrán la mejor música de reggaeton, trap, reggae y dancehall para que no pares de bailar. Esto hace que se cree una atmósfera mágica y envolvente. También, podrás disfrutar de diferentes shows en vivo y sorpresas que harán de esta noche una experiencia inolvidable. Te invitamos a vestir de blanco para mantener la temática y crear un ambiente impresionante. Vestirse de blanco no es solo una tradición en este tipo de fiestas, sino que también ayudará a que te sientas parte de esta experiencia única. Aprovecha esta oportunidad y saca tu rollo ibicenco. Nuestros bartenders estarán listos para ofrecerte una selección de cócteles premium y bebidas exclusivas. Habrá diferentes zonas de photocalls para poder hacerte fotos con tus amigos y un fotógrafo para poder inmortalizar los mejores momentos de la noche. No olvides que esta es una fiesta ibicenca, por lo que la diversión y la buena música están garantizadas hasta el amanecer. La Fiesta White Party de Party Area en Madrid es el lugar perfecto para disfrutar de una noche única con tus amigos.","Planet Club lleva diez años liderando el mercado de ocio nocturno ofreciendo las fiestas mas destacadas y originales de la parrilla de eventos de Madrid. Público de calidad, el mejor ambiente y los mejores servicios VIP, estas son las características que hacen de nuestra sala un referente en la capital. Disponemos de diferentes espacios para el público como pistas de baile, reservados y zonas VIP. Puedes consultar los diferentes eventos que ofrecemos semanalmente y adquirir tus entradas con consumición o bien reservar tu mesa vip. Déjate seducir por nuestro personal y coctelería de autor con los mejores ingredientes o bien, diviértete mientras disfrutas de una shisha en compañía de tus amigos. Abrimos los 365 días del año en horario de 20:00 a 3:00 horas y te garantizamos que una vez visites una de nuestras fiestas todo lo demás se te quedará corto. ¡A qué esperas!","Cóctel + Perrito, Reservado VIP, Entrada con 1 Copa, Cóctel + Perrito + Shisha, Reservado DJ, Reservado","10.0, 15.0, 30.0, 120.0, 150.0, 200.0","40.4151332,-3.7004227","C. del Príncipe, 20, Madrid, Spain","10.0, 15.0, 30.0, 120.0, 150.0, 200.0",https://images.xceed.me/events/banners/fiesta-ibicenca-42-madrid-xceed-5df5.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/madrid/event/fiesta-ibicenca-47--173133,recxAQccvggCCNytu,recxAQccvggCCNytu,Madrid,Sunday,False,40.4151332,-3.7004227,Madrid
